url,title,price,rating,reviews,superhost,guest_favorite,city
https://www.airbnb.com/rooms/1638363160286453525?search_mode=regular_search&adults=1&check_in=2026-07-08&check_out=2026-07-13&children=0&infants=0&pets=0&source_impression_id=p3_1783395981_P3RFA4aehU9cmaEa&previous_page_section_name=1000&federated_search_id=f92a03cb-c385-423f-8354-cb14b6923a75,Emerald 2 BDs Apartment with Balcony in Exarcheia,,5.0,2323.0,True,True,Athens
https://www.airbnb.com/rooms/1173490814123005182?search_mode=regular_search&adults=1&check_in=2026-08-08&check_out=2026-08-13&children=0&infants=0&pets=0&source_impression_id=p3_1783395981_P3DJIr8b5Kkap3Ws&previous_page_section_name=1000&federated_search_id=f92a03cb-c385-423f-8354-cb14b6923a75,Elaia | Luxury Residence in Voula,,,,True,False,Athens
https://www.airbnb.com/rooms/1196928595938239400?search_mode=regular_search&adults=1&check_in=2026-10-12&check_out=2026-10-17&children=0&infants=0&pets=0&source_impression_id=p3_1783395981_P3NXyC920pNjmR7_&previous_page_section_name=1000&federated_search_id=f92a03cb-c385-423f-8354-cb14b6923a75,Casa L'on: Athenian Flat,61322.0,5.0,9191.0,True,False,Athens
https://www.airbnb.com/rooms/1670291270450862944?search_mode=regular_search&adults=1&check_in=2026-07-14&check_out=2026-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1783395981_P3dHcccNexvqD7Hj&previous_page_section_name=1000&federated_search_id=f92a03cb-c385-423f-8354-cb14b6923a75,Bright & Luxurious 3BR Suite | Metro | By Museum,47176.0,5.0,55.0,True,True,Athens
https://www.airbnb.com/rooms/1658156942432280699?search_mode=regular_search&adults=1&check_in=2026-07-21&check_out=2026-07-26&children=0&infants=0&pets=0&source_impression_id=p3_1783395981_P3PpLPrzlQFoO7Nw&previous_page_section_name=1000&federated_search_id=f92a03cb-c385-423f-8354-cb14b6923a75,Historic Center Cozy Gem W/Rooftop Acropolis View!,41530.0,5.0,1111.0,True,True,Athens
https://www.airbnb.com/rooms/672406817854062322?search_mode=regular_search&adults=1&check_in=2026-08-08&check_out=2026-08-13&children=0&infants=0&pets=0&source_impression_id=p3_1783395981_P3lINPUUAMUtE205&previous_page_section_name=1000&federated_search_id=f92a03cb-c385-423f-8354-cb14b6923a75,Piraeus Port Suites 1 bedroom 4 pax,27254.0,4.92,652652.0,True,True,Athens
https://www.airbnb.com/rooms/1707038368525747024?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783395981_P3kWkNLqIiFdN6Wc&previous_page_section_name=1000&federated_search_id=f92a03cb-c385-423f-8354-cb14b6923a75,1930s Architect-Designed Gem | 3BR 110m² Athens,,,,True,False,Athens
https://www.airbnb.com/rooms/1472258231518885297?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783395981_P3332NLqK2v1QwAg&previous_page_section_name=1000&federated_search_id=f92a03cb-c385-423f-8354-cb14b6923a75,Luxury Penthouse by Fasma Suites,59070.0,4.96,2323.0,True,True,Athens
https://www.airbnb.com/rooms/33907725?search_mode=regular_search&adults=1&check_in=2026-08-01&check_out=2026-08-08&children=0&infants=0&pets=0&source_impression_id=p3_1783395981_P3YVIr4oY76qT--0&previous_page_section_name=1000&federated_search_id=f92a03cb-c385-423f-8354-cb14b6923a75,"Cozy, charming studio apartment",2683440.0,4.91,3434.0,True,True,Athens
https://www.airbnb.com/rooms/1655123521975051607?search_mode=regular_search&adults=1&check_in=2026-08-09&check_out=2026-08-14&children=0&infants=0&pets=0&source_impression_id=p3_1783395981_P38By8js5Axv28VT&previous_page_section_name=1000&federated_search_id=f92a03cb-c385-423f-8354-cb14b6923a75,Aelia Suite Romantic Jacuzzi Retreat Private Stay,33030.0,4.93,4242.0,True,False,Athens
